# JID                    RA         DEC        q      PA        Ag      Ar      Ai      z        TType   Re      RhalfMass   R235_i   RH      R1       LOGMASS  
  J025016.85+000531.18   42.57031   0.09194    0.74   100.0     0.222   0.154   0.114   0.028    3       6.83    4.81        15.44    21.19   20.16    10.59    
  J025017.98-002120.28   42.57503   -0.35576   0.53   106.4     0.205   0.142   0.105   0.0289   3       4.13    4.68        9.16     12.47   13.9     9.74     
  J025055.54+002200.80   42.73149   0.36683    0.82   15.0      0.241   0.167   0.124   0.0439   4       4.55    4.83        10.48    15.58   14.76    10.04    
  J025135.11-004401.55   42.89633   -0.73391   0.72   109.29    0.181   0.125   0.093   0.0232   0       4.03    4.56        11.75    17.22   26.8     10.56    
  J025152.94-011018      42.97061   -1.17168   0.89   80.0      0.241   0.166   0.124   0.0051   -99     4.04    3.49        2.84     7.91    6.31     8.7      
  J025154.59+003953.33   42.97768   -0.98021   0.94   50.0      0.261   0.181   0.134   0.0293   4       3.32    4.1         7.98     11.97   19.56    10.4     
  J025154.62-005848.35   42.97768   0.66472    0.39   12.32     0.217   0.15    0.112   0.0225   3       6.15    4.81        13.99    21.39   24.36    10.02    
  J025156.12-005010.62   42.98385   -0.83647   0.8    118.0     0.205   0.142   0.105   0.0229   -5      4.36    5.41        13.76    21.67   38.65    10.92    
  J025216.81+001741      43.07008   0.29473    0.98   82.0      0.272   0.188   0.14    0.0052   -99     0.37    0.64        0.7      1.12    1.29     7.5      
  J025232.23-000252.20   43.13443   -0.04795   0.77   140.0     0.195   0.135   0.1     0.0718   -5      6.33    9.16        22.23    34.24   64.33    11.45    
  J025300.62+003732.3    43.25259   0.62566    0.79   48.0      0.284   0.196   0.146   0.0149   -99     0.5     1.38        0.84     1.54    2.02     7.52     
  J025319.83-010800.12   43.33276   -1.13368   0.37   62.26     0.211   0.146   0.108   0.0228   4       3.9     3.22        9.48     13.83   16.49    9.98     
  J025338.43+011212.07   43.41027   1.20346    0.55   44.3      0.244   0.169   0.125   0.0322   0       2.94    4.03        9.63     12.56   15.7     10.25    
  J025404.72+002450.2    43.51969   0.41395    0.76   10.0      0.287   0.199   0.148   0.0148   -99     0.5     1.42        0.87     1.62    2.0      7.61     
  J025405.3+000023.8     43.52212   0.00661    0.84   75.0      0.264   0.183   0.136   0.0143   -99     0.62    1.35        0.91     1.7     1.68     7.53     
  J025414.55+010144.93   43.56065   1.02911    0.7    100.0     0.299   0.207   0.154   0.0675   3       14.29   12.53       27.66    36.73   55.77    11.27    
  J025426.15-004123      43.60896   -0.68975   0.8    97.0      0.212   0.147   0.109   0.0148   -99     0.43    1.21        1.43     2.52    2.48     7.94     
  J025437.99+005621.92   43.65833   0.93943    0.97   90.0      0.306   0.212   0.157   0.0668   -5      9.09    10.57       23.57    41.11   75.25    11.61    
  J025450.53+010326.98   43.71088   1.05736    0.97   30.0      0.31    0.214   0.159   0.0435   9       4.98    6.94        9.52     15.36   15.82    9.75     
  J025455.57+000639.3    43.73156   0.11094    0.61   135.0     0.246   0.17    0.126   0.0142   -99     1.85    1.92        3.12     5.25    4.32     8.34     
  J025455.62+000639.9    43.73177   0.11109    0.64   135.0     0.246   0.17    0.126   0.0141   -99     1.79    1.99        2.97     5.13    4.5      8.37     
  J025503.18-011121.94   43.76352   -1.18945   0.77   47.56     0.221   0.153   0.114   0.0235   5       5.75    5.7         11.69    15.74   19.18    10.27    
  J025541.27+005338      43.92197   0.8939     0.64   45.0      0.305   0.211   0.157   0.0157   -99     0.62    1.06        1.07     1.82    1.75     7.51     
  J025546.90-000615.02   43.94556   -0.10428   0.95   40.23     0.235   0.162   0.121   0.0292   3       2.47    3.13        6.29     8.77    10.08    9.99     
  J025551.87+011309.5    43.96614   1.21931    0.68   53.0      0.277   0.192   0.143   0.0168   -99     0.92    1.72        1.84     2.93    3.39     8.17     
  J025557.25+004133.37   43.98864   0.69255    0.31   64.0      0.297   0.206   0.153   0.0138   4       6.74    4.98        16.3     21.26   27.51    10.12    
  J025622.03-000912.09   44.09185   -0.1534    0.85   110.0     0.222   0.153   0.114   0.0434   4       5.83    4.62        12.53    21.5    19.52    10.41    
  J025625.35+003428.8    44.10564   0.57467    0.66   21.0      0.27    0.187   0.139   0.0134   -99     0.51    0.94        1.07     1.9     1.47     7.31     
  J025627.13+005232.65   44.11321   0.87548    0.67   5.0       0.304   0.21    0.156   0.0229   5       1.08    12.59       17.15    26.14   20.9     10.25    
  J025628.49+003628.6    44.11874   0.60796    0.54   138.0     0.272   0.188   0.14    0.0092   -99     0.92    1.99        1.29     2.36    2.47     7.62     
  J025640.43-005614.33   44.16841   -0.9374    0.35   123.0     0.197   0.136   0.101   0.0433   -2      3.84    5.34        14.25    19.61   27.69    10.82    
  J025640.70-001444.23   44.16991   -0.2462    0.94   50.69     0.219   0.151   0.112   0.0291   3       2.3     3.33        6.1      8.32    10.03    9.77     
  J025710.46-005020.88   44.29355   -0.83941   0.71   125.25    0.215   0.149   0.111   0.0432   3       4.88    4.61        11.3     16.2    15.48    10.2     
  J025711.74-001323.03   44.29902   -0.22324   0.73   140.0     0.226   0.157   0.116   0.0157   6       5.43    5.54        7.88     12.09   15.0     9.49     
  J025711.77-001323.3    44.29907   -0.22316   0.73   134.0     0.226   0.157   0.116   0.0158   -99     5.46    5.49        7.84     12.11   13.92    9.47     
  J025824.45+003815.19   44.60194   0.6375     0.56   -57.49    0.264   0.183   0.136   0.0403   5       4.37    5.46        10.79    16.19   17.9     9.65     
  J025923.20-011000.03   44.84674   -1.16671   0.7    20.0      0.318   0.22    0.164   0.0282   -2      2.27    3.31        9.78     14.92   24.21    10.63    
  J030103.29-004436.2    45.26371   -0.7434    0.64   64.0      0.391   0.27    0.201   0.0088   -99     2.83    2.54        3.64     7.61    5.75     8.49     
  J030105.58+004521.55   45.27343   0.75594    1.0    0.0       0.309   0.213   0.159   0.0432   -2      4.19    4.59        13.4     16.7    22.64    10.89    
  J030111.91+001810.3    45.29964   0.30286    0.51   41.8      0.381   0.263   0.196   0.0093   -99     0.72    1.24        1.61     2.58    2.84     7.87     
  J030119.82+005155.54   45.33255   0.86532    0.91   120.0     0.309   0.214   0.159   0.0645   3       8.14    7.64        18.02    32.96   50.13    10.98    
  J030126.25-000425.62   45.35965   -0.07394   0.71   122.69    0.342   0.236   0.176   0.0429   -3      3.38    4.12        11.49    17.16   21.97    10.6     
  J030210.33-004105.3    45.54304   -0.68482   0.47   71.0      0.363   0.251   0.187   0.0137   -99     1.34    1.76        1.74     3.28    2.67     7.59     
  J030211.42-011000      45.54759   -1.16667   0.41   123.0     0.356   0.246   0.183   0.0136   -99     1.89    2.56        2.26     4.26    4.37     8.03     
  J030249.04-011436.28   45.70443   -1.24346   0.74   49.0      0.248   0.171   0.127   0.038    -2      2.57    4.1         9.29     12.6    22.67    10.66    
  J030259.78-010454.63   45.74932   -1.08198   0.65   28.0      0.27    0.187   0.139   0.0135   5       4.99    5.4         6.95     10.33   11.9     9.28     
  J030259.8-010454.7     45.74919   -1.08188   0.68   30.0      0.27    0.187   0.139   0.0135   -99     4.86    5.23        6.73     10.06   13.61    9.29     
  J030350.45-001215.99   45.96028   -0.20453   0.74   98.0      0.343   0.238   0.177   0.0276   5       4.67    4.0         11.24    14.77   14.77    10.15    
  J030352.91+002454.97   45.97044   0.41512    0.82   168.0     0.274   0.189   0.141   0.043    -5      9.73    13.32       26.95    43.63   96.84    11.59    
  J030354.05-011115.56   45.97521   -1.18761   0.97   50.0      0.252   0.174   0.129   0.0386   5       5.72    5.41        10.61    15.4    18.86    10.05    
  J030356.53-005829.43   45.98567   -0.97494   0.95   110.0     0.242   0.167   0.124   0.045    -2      3.74    6.04        11.26    20.16   38.35    10.87    
  J030400.39-010842.9    46.00165   -1.14527   0.79   75.0      0.255   0.177   0.131   0.0129   -99     0.76    1.16        1.0      1.78    2.6      7.95     
  J030436.56-000214.71   46.15248   -0.03755   0.37   131.5     0.306   0.211   0.157   0.023    3       5.01    3.67        14.94    23.32   27.74    10.27    
  J030439.50-005028.68   46.1647    -0.84142   0.57   78.0      0.283   0.196   0.146   0.0275   5       4.53    5.14        9.43     12.83   14.67    9.6      
  J030440.80-000712.41   46.16994   -0.12024   0.95   85.0      0.317   0.22    0.163   0.0311   4       4.05    3.75        8.56     12.11   12.53    10.15    
  J030446.16-011208.3    46.19234   -1.20233   0.9    58.0      0.263   0.182   0.135   0.0144   -99     1.44    1.59        1.05     2.7     2.62     7.88     
  J030457.06+001300.53   46.2378    0.21678    0.33   88.0      0.284   0.196   0.146   0.029    2       7.8     5.4         21.65    32.6    32.75    10.53    
  J030457.99+005713.6    46.24165   0.95381    0.43   40.0      0.268   0.186   0.138   0.0121   -99     0.86    1.81        1.87     3.34    3.82     8.01     
  J030508.57+002036.32   46.28579   0.34337    0.71   73.0      0.275   0.19    0.141   0.0436   4       8.57    7.32        20.4     27.89   30.6     10.61    
  J030510.24-001853.50   46.29273   -0.31494   0.47   138.0     0.259   0.179   0.133   0.0281   3       6.35    3.97        13.81    20.57   18.55    10.11    
  J030510.61-010431.67   46.29431   -1.07556   0.88   60.0      0.275   0.19    0.141   0.0451   4       7.57    6.28        19.41    23.75   33.26    10.94    
  J030518.38+001255.95   46.32666   0.2155     0.48   172.0     0.296   0.205   0.152   0.0289   3       6.32    5.01        14.48    18.46   18.5     10.17    
  J030519.53-002041.34   46.33151   -0.34506   0.59   -29.13    0.255   0.176   0.131   0.0293   2       3.85    3.38        9.18     12.92   12.11    9.81     
  J030523.27-001431.51   46.34716   -0.2426    0.59   185.76    0.259   0.179   0.133   0.0288   6       3.96    5.27        9.75     15.84   17.86    9.84     
  J030530.84-002418.05   46.3786    -0.40506   0.68   42.0      0.25    0.173   0.129   0.0281   -5      5.69    6.41        20.07    30.98   60.69    11.25    
  J030536.35+002736.74   46.40155   0.46016    0.51   88.0      0.256   0.177   0.131   0.0428   4       8.54    6.79        18.35    26.19   29.86    10.45    
  J030548.20-001036.38   46.45098   -0.17688   0.98   120.0     0.274   0.19    0.141   0.0198   3       2.04    2.38        6.13     8.39    16.65    10.22    
  J030618.33+002641.1    46.57639   0.44477    0.38   76.0      0.28    0.193   0.144   0.0121   -99     0.78    1.2         1.21     2.01    1.78     7.16     
  J030632.75-003338.81   46.6367    -0.56087   0.77   70.0      0.253   0.175   0.13    0.0465   -5      5.73    7.63        15.93    28.09   54.14    11.15    
  J030638.46-003035.98   46.6604    -0.51035   0.67   88.0      0.251   0.174   0.129   0.0253   -5      4.41    4.47        11.03    21.64   41.43    10.76    
  J030652.42-004740.14   46.71857   -0.79458   0.91   -20.1     0.235   0.162   0.121   0.0107   0       3.29    2.72        12.58    17.56   18.68    10.74    
  J030732.29-005752.35   46.88462   -0.96482   0.84   82.0      0.206   0.143   0.106   0.0386   -5      7.9     10.22       26.42    41.03   88.15    11.55    
  J030749.48-004700.28   46.95629   -0.78365   0.73   23.28     0.242   0.167   0.124   0.0197   2       2.01    2.52        6.53     9.74    12.4     9.85     
  J030752.27+002834.85   46.96766   0.47627    0.56   76.0      0.326   0.226   0.168   0.0324   4       6.32    4.5         13.42    21.42   19.27    10.04    
  J030805.46-005842.69   47.02284   -0.97881   0.76   49.0      0.198   0.137   0.102   0.0375   -2      3.86    5.78        14.13    18.76   36.24    10.8     
  J030807.97-011412.44   47.03319   -1.2369    0.39   150.0     0.21    0.145   0.108   0.0288   7       6.32    5.18        11.44    15.2    13.56    9.37     
  J030826.44+003318.33   47.11022   0.55504    0.58   15.0      0.305   0.211   0.157   0.0312   -3      3.03    3.74        10.87    16.46   30.63    10.7     
  J030828.51+002315.18   47.11898   0.38734    0.83   91.97     0.302   0.209   0.155   0.0428   4       8.05    5.84        16.31    23.58   21.71    10.34    
  J030843.60-003134.36   47.18172   -0.52639   0.82   -14.03    0.21    0.145   0.108   0.0376   7       5.02    4.97        8.73     12.73   12.67    9.6      
  J030846.63-004359.18   47.19422   -0.7333    0.62   125.0     0.205   0.142   0.105   0.0373   3       9.08    5.96        17.87    25.36   23.57    10.59    
  J030916.98-005424.07   47.32086   -0.90677   0.79   162.0     0.223   0.154   0.115   0.0393   -5      4.47    7.63        16.01    24.52   59.31    11.15    
  J030958.26-003400.14   47.49282   -0.56688   0.81   183.19    0.225   0.156   0.116   0.0377   0       4.09    4.37        10.01    17.13   23.57    10.51    
  J031022.34+002536.61   47.5932    0.42672    0.65   50.0      0.364   0.252   0.187   0.0479   0       4.99    5.04        13.0     16.53   20.04    10.57    
  J031034.09+002938.73   47.64218   0.49399    0.91   110.0     0.367   0.254   0.188   0.0474   0       4.25    5.12        12.31    16.87   30.95    10.77    
  J031105.31-003247.42   47.77221   -0.54656   0.68   27.0      0.233   0.162   0.12    0.0282   0       4.11    4.06        10.79    16.8    21.89    10.37    
  J031108.99+001406.73   47.78754   0.23515    0.55   95.0      0.324   0.224   0.167   0.0264   3       4.06    4.18        8.73     16.56   13.92    9.51     
  J031133.38-004434.50   47.88913   -0.74315   0.96   90.0      0.213   0.148   0.11    0.0282   2       5.3     4.47        9.34     14.67   15.18    9.92     
  J031149.88+000930.37   47.95813   0.1584     0.62   -3.46     0.246   0.17    0.126   0.0378   2       8.17    6.65        18.69    23.26   24.26    10.72    
  J031154.13-000008.06   47.97562   -0.00229   0.64   92.0      0.241   0.167   0.124   0.0381   -2      2.13    3.7         9.31     13.75   26.34    10.57    
  J031209.12+000152.88   48.03792   0.03122    0.33   133.51    0.231   0.16    0.119   0.0376   3       3.56    4.59        14.39    20.56   22.98    10.23    
  J031212.86-010342.78   48.05373   -1.06202   0.78   20.0      0.261   0.181   0.134   0.027    -3      3.65    4.57        13.25    20.28   37.81    10.89    
  J031241.31+010032.15   48.17207   1.00894    0.32   148.0     0.373   0.258   0.192   0.0321   6       7.25    5.49        15.46    21.34   18.24    9.73     
  J031303.12+002121.30   48.26293   0.35519    0.66   87.0      0.256   0.177   0.132   0.0261   3       4.5     4.86        8.53     13.37   12.22    9.56     
  J031355.74-001035.5    48.48227   -0.17654   0.53   98.0      0.305   0.211   0.157   0.0094   -99     2.06    3.08        1.88     4.19    3.25     7.85     
  J031416.97+005421.59   48.57086   0.90589    0.5    -101.92   0.343   0.237   0.176   0.0326   4       5.05    4.33        10.81    17.59   16.9     9.78     
  J031419.73+004833.79   48.58235   0.80928    0.43   172.0     0.316   0.218   0.162   0.029    4       4.9     3.34        10.23    14.2    12.07    9.62     
  J031442.27-004428.08   48.67628   -0.7413    0.94   216.34    0.224   0.155   0.115   0.0386   4       6.25    4.86        12.75    15.9    18.53    10.44    
  J031535.14-010058.60   48.89667   -1.01667   0.63   100.58    0.237   0.164   0.122   0.0268   5       5.68    4.37        12.34    17.59   16.79    10.07    
  J031654.91-000231.17   49.22894   -0.04211   0.62   58.0      0.241   0.167   0.124   0.0231   -3      2.23    3.52        8.07     11.88   16.56    10.18    
  J031749.30+011337.24   49.4555    1.22683    0.98   121.35    0.283   0.196   0.145   0.0369   -2      2.59    4.72        10.85    16.01   21.45    10.72    
  J031749.78-003316.73   49.4575    -0.55471   0.48   113.0     0.201   0.139   0.103   0.021    -3      2.11    2.94        6.91     8.69    14.05    10.11    
  J031754.43-004111.83   49.47687   -0.6868    0.72   -4.31     0.193   0.134   0.099   0.0371   3       3.43    3.14        10.09    14.08   12.72    10.21    
  J031757.07-001008.67   49.48783   -0.16931   0.85   150.0     0.24    0.166   0.124   0.0228   4       5.32    3.93        12.68    17.68   21.73    10.68    
  J031802.77-003220.35   49.51142   -0.53928   0.41   -43.49    0.19    0.132   0.098   0.021    4       3.77    3.05        9.33     13.13   14.45    9.95     
  J031833.92+005531.63   49.64145   0.92536    0.87   155.0     0.328   0.227   0.169   0.0359   6       6.84    6.0         10.88    18.06   17.42    9.73     
  J031910.25+005852.47   49.79276   0.9812     0.96   130.0     0.393   0.272   0.202   0.0374   -3      4.07    4.89        10.14    16.73   25.56    10.81    
  J031913.09+005724.78   49.80457   0.95683    0.52   5.42      0.394   0.273   0.203   0.0377   3       5.36    5.39        12.04    17.22   18.17    9.98     
  J031945.63-000437.93   49.94018   -0.07725   0.49   74.17     0.264   0.182   0.136   0.0369   0       5.13    4.68        14.82    18.56   20.9     10.59    
  J031947.01+003504.44   49.94601   0.58446    0.85   18.0      0.338   0.234   0.174   0.0242   0       4.15    5.3         14.0     21.22   30.41    10.89    
  J032235.85-010307.76   50.64942   -1.05219   0.76   72.0      0.248   0.172   0.128   0.0409   0       2.15    4.49        9.52     13.58   22.75    10.37    
  J032249.90-003644.59   50.70808   -0.6125    0.63   -27.24    0.234   0.162   0.12    0.0353   5       5.57    5.57        10.98    14.13   14.32    9.68     
  J032305.28+002115.41   50.77205   0.35422    0.89   88.0      0.316   0.219   0.162   0.0523   -5      7.06    11.15       20.3     31.33   66.09    11.33    
  J032323.94+002643.52   50.8499    0.44532    0.91   130.0     0.34    0.235   0.175   0.0353   6       6.19    5.83        12.42    16.96   16.99    10.1     
  J032325.85-003419.04   50.85771   -0.57199   0.71   100.0     0.263   0.182   0.135   0.0357   4       5.1     4.7         10.87    16.36   19.34    10.0     
  J032427.59-000510.91   51.11503   -0.0864    0.36   -22.12    0.351   0.243   0.181   0.0365   0       7.32    6.37        21.04    30.51   31.3     10.58    
  J032438.13-002519.25   51.15895   -0.42209   0.9    78.0      0.38    0.263   0.195   0.0369   -5      4.52    6.01        12.74    19.53   40.13    10.92    
  J032440.77-004053.35   51.17001   -0.6816    0.85   140.0     0.355   0.246   0.183   0.0391   3       6.54    6.92        14.7     21.68   29.17    10.66    
  J032526.85-002536.17   51.36193   -0.42675   0.91   85.0      0.357   0.247   0.183   0.0378   -5      3.81    4.8         9.48     14.59   20.67    10.66    
  J032528.70+001642.69   51.36972   0.27843    0.61   35.75     0.434   0.3     0.223   0.0227   -5      2.22    3.01        8.29     10.97   18.12    10.39    
  J032555.30-003955.79   51.48049   -0.66545   0.76   20.0      0.357   0.247   0.184   0.035    3       4.24    4.54        10.02    14.63   19.39    10.27    
  J032624.46+004429.15   51.60207   0.74131    0.47   109.0     0.437   0.302   0.225   0.0718   2       8.75    6.14        20.96    28.26   30.38    10.74    
  J032634.60-003852.02   51.64419   -0.64788   0.5    162.0     0.363   0.251   0.187   0.0367   0       7.28    6.8         17.19    24.97   27.81    10.58    
  J032643.20-004610.01   51.68011   -0.76956   0.77   170.0     0.348   0.241   0.179   0.0388   -5      8.18    9.84        19.02    31.2    78.65    11.22    
  J032646.62-003853.39   51.69435   -0.64829   0.76   155.0     0.367   0.254   0.189   0.0205   3       2.64    2.74        6.13     8.67    9.72     9.87     
  J032730.80-010739.85   51.87848   -1.12786   0.62   -15.49    0.364   0.252   0.187   0.0259   3       3.83    4.92        8.12     10.76   15.18    9.71     
  J032805.51+000119.07   52.02305   0.0219     0.78   82.0      0.458   0.317   0.235   0.0542   2       8.13    6.09        17.6     26.95   33.07    10.58    
  J032833.19+010024.15   52.13836   1.00666    0.79   76.0      0.338   0.234   0.174   0.0499   -5      17.04   15.49       24.08    43.1    97.28    11.44    
  J032902.57-005538.82   52.26079   -0.9275    0.89   -115.88   0.383   0.265   0.197   0.0669   3       7.65    6.86        18.48    25.96   30.66    10.95    
  J033016.71+003645.03   52.56963   0.61244    0.95   60.0      0.421   0.291   0.216   0.0496   2       2.74    5.29        12.34    17.62   20.63    10.71    
  J033017.17-005512.66   52.57161   -0.92047   0.89   10.0      0.383   0.265   0.197   0.0214   -5      4.89    6.63        14.09    23.26   47.4     11.08    
  J033028.77+004841.33   52.61999   0.81136    0.44   116.0     0.434   0.301   0.223   0.0308   3       5.68    4.74        12.65    16.24   16.4     10.19    
  J033029.12+004507.41   52.62147   0.75193    0.84   -10.54    0.428   0.296   0.22    0.0306   5       4.43    4.0         10.4     16.96   17.3     10.19    
  J033050.01+003119.16   52.70845   0.52194    0.8    5.16      0.383   0.265   0.197   0.0369   1       3.44    4.47        11.04    14.17   15.45    10.57    
  J033051.13-011142.24   52.71313   -1.19511   0.91   90.0      0.338   0.234   0.174   0.036    -5      2.57    4.05        9.27     14.72   30.83    10.83    
  J033242.65+010113.08   53.17777   1.02027    0.81   110.0     0.327   0.227   0.168   0.0365   -2      2.49    3.92        9.72     15.51   33.22    10.7     
  J033244.53-010407.56   53.18565   -1.06886   0.52   59.0      0.39    0.27    0.2     0.0308   5       4.91    4.58        11.56    15.4    15.07    9.77     
  J033244.56-010912.82   53.1857    -1.15355   0.48   15.15     0.439   0.304   0.226   0.0305   -3      2.87    3.47        9.5      11.7    19.8     10.65    
  J033350.77-010030.16   53.46165   -1.00847   0.57   45.0      0.425   0.294   0.218   0.026    3       3.39    3.22        7.55     12.43   11.36    9.65     
  J033408.30+010853.56   53.53469   1.14809    0.81   30.0      0.379   0.262   0.195   0.0484   1       4.18    5.16        11.38    15.06   23.75    10.46    
  J033417.80+010503.20   53.5743    1.08411    0.94   90.0      0.375   0.259   0.193   0.0477   -2      4.18    4.79        11.62    16.23   35.01    10.87    
  J033500.39-003931.84   53.7517    -0.6589    0.84   -116.8    0.509   0.352   0.262   0.0362   5       6.32    5.46        12.17    15.13   17.11    10.24    
  J033502.33+002254.14   53.75976   0.38165    0.71   119.0     0.364   0.252   0.187   0.0853   -5      9.09    11.27       26.89    41.44   71.74    11.58    
  J033601.58+010617.10   54.00655   1.10448    0.58   -13.68    0.342   0.237   0.176   0.0407   -5      6.96    8.92        23.49    39.09   74.23    11.35    
  J033610.94-003455.42   54.04565   -0.58212   0.72   40.0      0.44    0.304   0.226   0.0494   -3      3.05    6.27        14.96    21.84   39.12    11.0     
  J033652.64+010152.97   54.21954   1.03117    0.53   -38.53    0.325   0.225   0.167   0.041    2       5.29    4.55        13.16    16.76   17.42    10.25    
  J033845.73+011004.85   54.69059   1.16795    0.97   65.0      0.479   0.331   0.246   0.0407   -5      3.24    5.28        12.63    17.5    27.15    11.03    
  J033934.01-003043.10   54.8919    -0.51205   0.91   125.0     0.347   0.24    0.178   0.0259   5       7.53    15.7        8.81     18.05   20.26    9.8      
  J034044.41+010323.58   55.18515   1.05634    0.69   -41.31    0.338   0.234   0.174   0.0239   2       3.17    3.3         10.72    15.53   20.2     10.4     
  J034226.85-003458.27   55.61184   -0.58289   0.48   28.85     0.278   0.193   0.143   0.0523   3       6.55    5.47        15.93    21.4    24.56    10.37    
  J034313.96-010107.37   55.80826   -1.01877   0.83   170.0     0.326   0.226   0.168   0.0367   -5      6.51    6.37        17.84    27.48   44.36    11.21    
  J034352.45+003651.69   55.96855   0.61427    0.91   100.0     0.42    0.29    0.216   0.0406   3       9.34    8.14        19.71    29.35   32.38    10.83    
  J034357.52+002616.13   55.98983   0.4377     0.77   6.36      0.333   0.23    0.171   0.04     -5      2.93    5.09        11.75    16.87   26.3     10.83    
  J034409.40-002136.64   56.03938   -0.36029   0.57   128.17    0.301   0.209   0.155   0.0413   5       6.42    5.4         13.3     18.45   17.12    10.04    
  J034433.56-003546.59   56.13995   -0.59638   0.75   170.0     0.344   0.238   0.177   0.0359   -5      3.0     3.77        10.86    17.48   32.64    10.8     
  J034519.19-003002.54   56.33008   -0.50083   0.48   178.0     0.441   0.305   0.227   0.0473   1       7.32    6.72        15.75    27.19   33.09    10.57    
  J034519.31-005757.7    56.33049   -0.96605   0.67   13.0      0.402   0.278   0.207   0.0135   -99     0.54    1.56        1.13     1.92    1.88     7.74     
  J034612.10+010715.88   56.5505    1.12104    0.68   160.0     0.408   0.282   0.21    0.038    -3      3.31    4.07        11.0     17.07   27.03    10.63    
  J034647.77-011355.31   56.69901   -1.23218   0.43   91.0      0.555   0.384   0.285   0.0377   2       6.58    5.28        15.75    21.61   21.08    10.36    
  J034707.53+010001.19   56.7815    1.00023    0.49   103.0     0.542   0.375   0.279   0.0398   1       2.54    3.48        10.73    17.19   27.17    10.55    
  J034827.03-004719.32   57.11258   -0.78873   0.81   68.0      0.576   0.398   0.296   0.0402   -3      3.81    5.67        14.01    21.54   35.35    11.17    
  J034858.31-003115.97   57.24308   -0.52122   0.6    178.0     0.68    0.47    0.349   0.0398   1       6.72    6.57        18.23    29.07   43.52    10.74    
  J034859.61+005533.50   57.24849   0.92587    0.55   145.0     0.595   0.412   0.306   0.0358   2       7.12    4.2         14.84    20.67   18.7     10.41    
  J035003.26-001438.9    57.51359   -0.24416   0.44   166.0     0.617   0.427   0.317   0.0151   -99     1.54    1.77        2.42     3.9     3.27     7.76     
  J035058.35-004206.2    57.74313   -0.70173   0.78   22.0      0.544   0.376   0.28    0.0139   -99     0.64    1.42        1.88     3.12    3.13     8.32     
  J035131.31+011123.30   57.88054   1.18975    0.82   98.0      0.793   0.549   0.408   0.0378   -5      15.56   17.6        29.6     56.86   118.37   11.64    
  J035133.94-002803.71   57.8915    -0.46782   0.55   37.68     0.54    0.374   0.278   0.0154   4       2.92    2.67        6.32     10.91   10.4     9.61     
  J035140.56-003034.96   57.91907   -0.50979   0.72   154.0     0.527   0.364   0.271   0.0305   4       3.64    3.38        10.27    13.35   13.57    10.18    
  J035219.65+002232.72   58.08198   0.37563    0.44   26.0      0.647   0.448   0.333   0.03     -2      2.03    3.43        9.48     15.22   31.69    10.44    
  J035326.22+005030.45   58.35931   0.84177    0.95   -13.87    0.989   0.684   0.509   0.0381   3       8.29    6.4         15.81    21.53   21.7     10.54    
  J204148.00-002805.98   310.45006  -0.46841   1.0    160.0     0.203   0.14    0.104   0.0269   -2      2.49    3.12        7.41     9.97    14.17    10.38    
  J204549.56+001040.70   311.45669  0.17781    0.58   133.48    0.297   0.205   0.153   0.0136   0       2.11    2.2         6.9      8.76    10.87    10.02    
  J204613.43-005344.8    311.55599  -0.8958    0.62   19.0      0.281   0.194   0.145   0.0142   -99     1.21    1.85        2.69     4.71    4.76     8.54     
  J204615.92-001319.81   311.56639  -0.22222   0.91   68.0      0.232   0.161   0.119   0.0125   -2      2.11    2.59        6.22     8.53    10.75    10.19    
  J204638.12+002021.2    311.65886  0.33924    0.73   42.0      0.341   0.236   0.175   0.0126   -99     2.12    2.53        5.36     7.77    12.24    9.67     
  J204705.59+000515.5    311.77331  0.08766    0.87   82.0      0.311   0.215   0.16    0.0123   -99     1.23    1.66        1.77     3.16    3.95     8.28     
  J204707.24+002548.65   311.78023  0.43013    0.49   148.0     0.315   0.218   0.162   0.0122   -5      2.02    2.4         7.34     11.18   19.77    10.27    
  J204719.01+001236.1    311.82922  0.21006    0.73   -32.49    0.302   0.209   0.155   0.0123   -99     0.64    1.04        1.42     2.18    2.6      8.2      
  J204720.36+002902.59   311.835    0.48399    0.83   145.0     0.316   0.219   0.162   0.0141   -5      2.29    2.72        7.18     12.15   21.43    10.31    
  J204740.22+002131.2    311.91759  0.35868    0.66   93.0      0.315   0.218   0.162   0.0137   -99     1.22    1.96        1.32     2.53    3.52     8.03     
  J204814.33+003320.2    312.05971  0.55562    0.6    122.0     0.305   0.211   0.157   0.0144   -99     1.25    1.93        1.81     3.23    5.08     8.33     
  J204843.89-005611.31   312.18294  -0.93653   0.67   -39.08    0.246   0.17    0.127   0.0543   -2      4.43    5.07        12.12    15.29   21.75    10.75    
  J204854.61-004917.03   312.22761  -0.82145   0.84   140.0     0.244   0.169   0.125   0.0545   -5      5.11    7.63        17.25    25.67   35.62    11.1     
  J205000.58+004217.6    312.50244  0.70491    0.9    130.0     0.336   0.233   0.173   0.0138   -99     2.58    2.63        3.24     5.5     5.87     8.86     
  J205050.78-004350.85   312.71171  -0.7309    0.92   84.0      0.344   0.238   0.177   0.0571   -5      6.68    11.53       21.15    31.0    69.36    11.41    
  J205103.70+000825.54   312.7653   0.14018    0.4    85.0      0.388   0.269   0.2     0.0229   9       3.29    4.86        7.59     9.45    10.33    9.11     
