#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC1097     interarm    1232  1.016473      -NaN 11.219129 11.256246  0.00105670   37.3090    0.9624    0.8650       NaN       NaN       NaN       NaN    1.5290
NGC1097     interarm    1294  1.000000      -NaN 13.723641 13.149098  0.00099412   20.9399    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1097     interarm    2479  1.000000      -NaN 10.074082  9.368211  0.00104839   33.5848    0.7649    0.7292       NaN       NaN       NaN       NaN    1.1407
NGC1097     interarm    2537  1.000000      -NaN  8.621357  7.723024  0.00118198   33.1328    1.3455    1.3824       NaN       NaN       NaN       NaN    1.4417
NGC1097     interarm    2538  1.000000      -NaN  8.201866  7.391691  0.00291697   54.6812    5.5006    5.7745   11.0694   29.6142       NaN    3.5326    5.5194
NGC1097     interarm    2598  1.000000      -NaN  7.556998  7.111496  0.00129193   33.2754    1.4343    1.5566       NaN       NaN       NaN       NaN    1.4672
NGC1097     interarm    2660  1.000000      -NaN  7.367602  6.617156  0.00172622   23.2880    0.4615    0.5057       NaN       NaN       NaN       NaN    0.4724
NGC1097     interarm    2663  0.881241      -NaN  4.534199  4.810405  0.00353817  127.3301    2.8498    3.6137    6.4156    7.9311       NaN    9.1892    2.9376
NGC1097     interarm    2669  0.978930      -NaN  5.202011  5.167702  0.00482862   95.0439    4.3021    5.2709       NaN       NaN       NaN       NaN    4.3307
NGC1097     interarm    2732  0.849891      -NaN  3.832016  3.929640  0.00489066  127.4578    6.1986    8.1496   14.2574   20.6640       NaN    6.5440    6.2758
NGC1097     interarm    2785  1.000000      -NaN  8.420505  8.469117  0.00155271   27.8569    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1097     interarm    2797  1.000000      -NaN  5.805588  5.769370  0.00214804   38.6157    2.6071    3.0965       NaN       NaN       NaN       NaN    2.6719
NGC1097     interarm    2798  1.000000      -NaN  6.957510  6.528368  0.00128626   22.7083    2.7517    3.0800       NaN       NaN       NaN       NaN    2.9915
NGC1097     interarm    2848  1.000000      -NaN  9.282846  9.194485  0.00217763   36.8921    0.0000    0.0000    0.0000    0.0000       NaN    8.5476    0.0000
NGC1097     interarm    2849  1.000000      -NaN  8.202772  8.447740  0.00176638   33.0527    2.1547    2.2619    4.3360    4.6908       NaN   15.7064    2.6343
NGC1097     interarm    2850  1.000000      -NaN  7.151119  7.061512  0.00127387   34.4404    1.0884    1.2061       NaN       NaN       NaN       NaN    1.2395
NGC1097     interarm    2851  1.000000      -NaN  6.142501  5.854230  0.00222127   51.8462    0.9199    1.0738    1.9716    3.1417       NaN    7.1895    1.3003
NGC1097     interarm    2852  0.982226      -NaN  5.202011  5.206537  0.00278612   81.5308    2.2256    2.7268    4.9091    6.9430       NaN    8.4276    2.1755
NGC1097     interarm    2858  1.011336      -NaN  4.534199  4.921946  0.00352107  116.0898    4.8881    6.1984   11.0044   14.1011       NaN    8.8465    5.0103
NGC1097     interarm    2859  1.000000      -NaN  5.390830  5.375774  0.00354748   65.7927    4.8853    5.9274   10.7136   17.8088       NaN    6.4584    4.9595
NGC1097     interarm    2860  1.000000      -NaN  6.348379  6.019740  0.00224165   34.3624    1.7990    2.0777    3.8314    5.0080       NaN   10.2173    1.8836
NGC1097     interarm    2861  1.000000      -NaN  7.367602  7.249563  0.00116565   22.5219    1.7115    1.8756       NaN       NaN       NaN       NaN    1.4945
NGC1097     interarm    2912  1.000000      -NaN  9.593676  9.732100  0.00163349   32.7623    2.0808    2.0333    4.0129    6.4934       NaN    8.3010    2.0504
NGC1097     interarm    2913  1.000000      -NaN  8.670018  8.431744  0.00134688   29.7734    1.3762    1.4103    2.7300    7.0180       NaN    3.8428    1.6254
NGC1097     interarm    2914  1.000000      -NaN  7.812720  7.994277  0.00129305   33.1684    0.6205    0.6646    1.2637    3.0882       NaN    3.9660    0.9533
NGC1097     interarm    2920  1.000000      -NaN  5.811135  6.016934  0.00443375  119.7883    7.8798    9.3561   17.0601   15.7933       NaN   16.4163    7.8136
NGC1097     interarm    2921  1.000000      -NaN  6.229780  6.338395  0.00507301   83.8262    9.4859   11.0228   20.2761   18.7942       NaN   19.1989    9.4555
NGC1097     interarm    2922  1.000000      -NaN  6.825672  6.731805  0.00459380   55.6216    8.9823   10.1222   17.8457   16.0464       NaN   23.9889    9.1104
NGC1097     interarm    2923  1.000000      -NaN  7.556998  7.361783  0.00267326   39.2306    4.5243    4.9100    9.2861   12.0667       NaN   10.9225    4.4693
NGC1097     interarm    2924  1.000000      -NaN  8.388411  8.104234  0.00118546   26.2173    1.4147    1.4710       NaN       NaN       NaN       NaN    1.4140
NGC1097     interarm    2975  1.000000      -NaN 10.459884  9.919415  0.00102560   22.4558    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1097     interarm    2976  1.000000      -NaN  9.723997  9.436165  0.00108263   23.5257    3.0536    2.9639       NaN       NaN       NaN       NaN    2.0348
NGC1097     interarm    2977  1.000000      -NaN  9.079748  9.174084  0.00179473   30.3545    2.3435    2.3514    4.5911    4.6375       NaN   18.5967    1.9016
NGC1097     interarm    2978  1.000000      -NaN  8.547885  8.556062  0.00208382   40.6375    1.6822    1.7348    3.3497    4.1914       NaN   12.2307    2.1170
NGC1097     interarm    2981  0.953451      -NaN  7.834063  7.484813  0.00549584   88.5861   11.6504   12.4644   20.4614   17.1510       NaN   33.7335   11.3394
NGC1097     interarm    2982  1.000000      -NaN  7.934241  7.852838  0.00425240   77.5251    6.0684    6.4590   12.3124   12.4416       NaN   17.6845    6.1090
NGC1097     interarm    2983  1.000000      -NaN  8.201866  8.232263  0.00401579   58.1587    5.8173    6.1069   11.7067   14.5725       NaN   12.1473    5.8640
NGC1097     interarm    2984  1.000000      -NaN  8.621357  8.550050  0.00605898   53.4538    6.9165    7.1057   13.7414   15.3102       NaN   15.1464    6.9569
NGC1097     interarm    2985  1.000000      -NaN  9.171902  8.981675  0.00526221   46.3453    6.7394    6.7302   11.4288    9.7707       NaN   35.4816    6.9656
NGC1097     interarm    2986  1.000000      -NaN  9.831509  9.612118  0.00210055   34.6359    2.1777    2.1021       NaN       NaN       NaN       NaN    2.7169
NGC1097     interarm    3040  1.000000      -NaN 10.391779 10.020386  0.00085406   25.9424    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1097     interarm    3041  1.000000      -NaN 10.167040 10.002682  0.00156722   32.0224    1.8517    1.7568       NaN       NaN       NaN       NaN    1.9509
NGC1097     interarm    3103  1.000000      -NaN 12.326626 11.812299  0.00080694   24.2966    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1097     interarm    3104  1.000000      -NaN 12.442639 13.051561  0.00085410   28.1604    0.9010    0.7602       NaN       NaN       NaN       NaN    0.5422
NGC1097     interarm    3105  1.000000      -NaN 12.666159 12.806591  0.00115398   30.8052    1.8502    1.5434       NaN       NaN       NaN       NaN    1.7235
NGC1097     interarm    3107  0.800431      -NaN 13.411659 12.960725  0.00338305   42.6916    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     296      -NaN  1.000000 16.750291      -NaN  0.00043229    8.9428    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     328  1.000000  1.000000 10.446966 10.205066  0.00040834   11.8866    0.6114    0.5149       NaN       NaN       NaN       NaN   -2.5579
NGC1300     interarm     329  1.000000  1.000000 10.256661 10.037931  0.00064174   11.6318    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     330  1.000000  1.000000 10.162380  9.966998  0.00047156   11.5457    4.2043    3.6012    7.1558       NaN       NaN   30.7639    2.8741
NGC1300     interarm     333      -NaN  1.000000 10.468427      -NaN  0.00038404   13.6651    1.9189    1.6139       NaN       NaN       NaN       NaN    2.2818
NGC1300     interarm     336  1.000000  1.000000 11.577391 11.168109  0.00047240   11.9789    0.0000    0.0000    0.0000       NaN       NaN   43.1572    0.0000
NGC1300     interarm     340      -NaN  1.000000 13.958575      -NaN  0.00023827   10.7524    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     342      -NaN  1.000000 15.405652      -NaN  0.00023409    9.5992    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     372  1.000000  1.000000 10.332872  9.792860  0.00043216   20.1510   -1.7258   -1.4633       NaN       NaN       NaN       NaN   -1.6649
NGC1300     interarm     373  1.000000  1.000000  9.744342  9.233134  0.00097571   31.9468    3.7268    3.2730       NaN       NaN       NaN       NaN    2.9647
NGC1300     interarm     378  0.880965  0.874526  8.129904  8.120598  0.00128851   33.5597    3.5552    3.4386    6.8148    8.9665       NaN   11.8735    3.5988
NGC1300     interarm     380  1.014204  1.003439  8.285943  8.524693  0.00131312   30.3556    0.4665    0.4470       NaN       NaN       NaN       NaN    0.0982
NGC1300     interarm     381  1.000000  1.000000  8.541659  8.404624  0.00080605   28.8761    1.3220    1.2475       NaN       NaN       NaN       NaN    0.6670
NGC1300     interarm     382  1.000000  1.000000  8.903815  8.438839  0.00062926   24.0682    0.4156    0.3838       NaN       NaN       NaN       NaN    0.1550
NGC1300     interarm     384      -NaN  1.000000  9.897402      -NaN  0.00054222   19.6897    3.1182    2.7135       NaN       NaN       NaN       NaN    2.0402
NGC1300     interarm     385      -NaN  1.000000 10.503391      -NaN  0.00035709   17.6005    3.7830    3.1750       NaN       NaN       NaN       NaN    2.8614
NGC1300     interarm     392      -NaN  1.000000 15.914673      -NaN  0.00074378   12.5910    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     393      -NaN  1.000000 16.785667      -NaN  0.00100132   12.5608    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     418  1.000000  1.000000 11.123723 10.779795  0.00102249   25.9737    0.3967    0.3209       NaN       NaN       NaN       NaN    0.5330
NGC1300     interarm     426  0.901837  1.015767  6.223880  6.162081  0.00140967   55.0096    6.0337    6.5401   12.3751   14.4675       NaN   13.2254    6.0819
NGC1300     interarm     433  1.000000  1.000000  8.375145  8.292469  0.00202849   46.9942    4.0715    3.8807       NaN       NaN       NaN       NaN    3.4549
NGC1300     interarm     434  1.000000  1.000000  9.093363  9.166076  0.00172575   31.7135    1.7518    1.5996       NaN       NaN       NaN       NaN    0.9266
NGC1300     interarm     435  1.000000  1.000000  9.861559 10.586577  0.00118872   25.7957    1.2530    1.0927       NaN       NaN       NaN       NaN    1.4639
NGC1300     interarm     436  1.000000  1.000000 10.668942 10.294052  0.00096047   22.8207    2.7110    2.2529       NaN       NaN       NaN       NaN    1.8671
NGC1300     interarm     437  1.000000  1.000000 11.507267 11.441193  0.00080309   21.3958    4.5008    3.5574       NaN       NaN       NaN       NaN    3.0267
NGC1300     interarm     438  1.000000  1.000000 12.370245 12.392189  0.00065915   19.4611    1.7157    1.2879       NaN       NaN       NaN       NaN    1.1646
NGC1300     interarm     439      -NaN  1.000000 13.253060      -NaN  0.00093883   18.2011    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     442      -NaN  1.000000 15.987337      -NaN  0.00125495   17.3782    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     443      -NaN  1.000000 16.919668      -NaN  0.00050328   17.1966    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     465      -NaN  0.986163 11.935769      -NaN  0.00103175   26.1011    4.3483    3.3499       NaN       NaN       NaN       NaN    1.1785
NGC1300     interarm     470  1.000000  1.000000  7.415815  7.387495  0.00142343   46.3936    2.2183    2.2391       NaN       NaN       NaN       NaN    2.9159
NGC1300     interarm     471  1.000000  1.000000  6.598889  6.417352  0.00130677   42.8400    0.9693    1.0274       NaN       NaN       NaN       NaN    0.9311
NGC1300     interarm     472  1.000000  1.000000  5.840484  5.674605  0.00119499   41.3203    5.2350    5.8058       NaN       NaN       NaN       NaN    5.2022
NGC1300     interarm     473  1.000000  1.000000  5.166436  5.311799  0.00111184   41.4863    4.8268    5.5732       NaN       NaN       NaN       NaN    4.7919
NGC1300     interarm     474  1.000000  1.000000  4.613866  3.927911  0.00088228   43.1622    0.0308    0.0368       NaN       NaN       NaN       NaN    0.2824
NGC1300     interarm     475  1.000000  1.000000  4.230644  4.370864  0.00013013   47.2036    0.5621    0.6863       NaN       NaN       NaN       NaN    0.7129
NGC1300     interarm     476  1.000000  1.000000  4.064952  4.339388  0.00073803   54.3063    0.4846    0.5976       NaN       NaN       NaN       NaN    0.4434
NGC1300     interarm     477  1.000000  1.000000  4.142971  4.135336  0.00131361   60.0937    3.0554    3.7504       NaN       NaN       NaN       NaN    3.2850
NGC1300     interarm     478  1.000000  1.000000  4.451907  4.559865  0.00093051   63.1896    3.3925    4.0881    7.4097   11.0758       NaN    7.7767    3.6449
NGC1300     interarm     479  1.000000  1.000000  4.948701  5.033559  0.00119822   69.8405    3.6721    4.2955    7.8801    9.1084       NaN   12.6356    3.7308
NGC1300     interarm     480  0.983632  0.962378  5.583430  5.288109  0.00105247   87.7818    2.6888    3.0282    5.6415    7.8544       NaN    9.3574    2.6241
NGC1300     interarm     484  1.000000  1.000000  8.835374  8.777073  0.00109686   40.4475   -0.0253   -0.0234       NaN       NaN       NaN       NaN    0.5248
NGC1300     interarm     485  1.000000  1.000000  9.737728 10.712886  0.00129076   31.4238    0.5120    0.4498    0.9270    1.3318       NaN   11.1828    1.4329
NGC1300     interarm     486  1.000000  1.000000 10.658224 10.829500  0.00106095   31.0154    5.9895    4.9805   10.4956   11.4649       NaN   18.9234    4.2435
NGC1300     interarm     491      -NaN  1.000000 15.417301      -NaN  0.00134157   18.3276    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     492      -NaN  1.000000 16.387706      -NaN  0.00047967   15.2328    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     517  1.000000  1.000000  9.348043  9.613480  0.00199502   40.8260    3.9390    3.5423    7.2311    7.3963       NaN   19.9395    4.4581
NGC1300     interarm     518  1.000000  1.000000  8.371129  8.593376  0.00142368   38.4692    3.4892    3.3264       NaN       NaN       NaN       NaN    3.3117
NGC1300     interarm     519  1.000000  1.000000  7.401389  7.350454  0.00101863   43.2799    1.2684    1.2814       NaN       NaN       NaN       NaN    1.4907
NGC1300     interarm     520  1.000000  1.000000  6.442067  6.627486  0.00104810   50.8403    1.4210    1.5202       NaN       NaN       NaN       NaN    1.6328
NGC1300     interarm     521  1.000000  1.000000  5.498617  4.877189  0.00090182   56.0666    3.1008    3.5099       NaN       NaN       NaN       NaN    2.9976
NGC1300     interarm     522  1.000000  1.000000  4.580856  4.591856  0.00058680   65.6981    3.5240    4.2139       NaN       NaN       NaN       NaN    3.7564
NGC1300     interarm     534  1.000000  1.000000  8.193853  8.083831  0.00241865   65.8560    2.7895    2.6878       NaN       NaN       NaN       NaN    3.0160
NGC1300     interarm     535  1.000000  1.000000  9.169639  9.233390  0.00060655   39.7356    2.8086    2.5528       NaN       NaN       NaN       NaN    1.9049
NGC1300     interarm     540      -NaN  1.000000 14.107477      -NaN  0.00222123   23.0800    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     541      -NaN  1.000000 15.101434      -NaN  0.00136841   19.7607    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1300     interarm     567  1.000000  1.000000 10.037162 10.581109  0.00099348   28.4478    3.5261    3.0430       NaN       NaN       NaN       NaN    3.7774
NGC1300     interarm     568  1.000000  1.000000  9.033446  8.793181  0.00119589   38.3849    1.8510    1.6962       NaN       NaN       NaN       NaN    1.3340
NGC1300     interarm     569  1.000000  1.000000  8.029729  8.156771  0.00225905   57.7248    2.9022    2.8239       NaN       NaN       NaN       NaN    1.7920
NGC1300     interarm     570  0.967873  0.958003  7.026013  6.817605  0.00329261   93.5688    7.4740    7.7219   14.8988   20.2329       NaN   10.2877    7.1790
NGC1300     interarm     585  1.000000  1.000000  8.029729  8.382013  0.00358858   74.6028    1.9065    1.8550    3.6674    8.4852       NaN    4.7470    2.6692
